,Y_real
8943,0
1762,0
976,1
7553,1
2452,1
3888,1
520,1
1501,1
4326,1
3128,1
5602,0
2930,0
1218,1
4960,1
1023,1
7818,0
2052,1
5434,1
1364,0
7410,1
8587,1
7467,1
7589,0
6761,1
3397,1
1726,0
721,0
8963,1
3965,0
1805,0
1378,0
8178,0
8591,1
7768,0
2411,1
2265,0
2890,0
8635,1
3791,0
6751,0
6680,1
7760,1
8201,1
5892,1
889,0
1512,1
2480,1
6578,0
3036,0
6430,1
7508,1
7514,1
7567,0
5937,0
8006,0
7136,0
2392,0
3529,0
1120,0
2316,1
3721,0
982,0
5719,1
2920,0
6914,1
1291,1
7857,1
806,0
6002,1
4491,0
7440,1
5333,1
739,0
7158,1
749,0
3383,0
2277,0
3473,1
918,0
6648,1
6517,1
1546,0
670,0
8592,0
8406,0
7727,1
7468,1
2629,0
5427,0
1008,0
3022,1
821,1
2242,0
3899,0
3805,1
7770,1
707,0
3864,1
3289,0
4862,1
7975,0
2385,1
1052,0
7669,1
5543,1
3645,1
8253,1
5574,0
3110,1
7577,1
2542,0
497,0
7580,1
5920,1
337,1
6439,1
4358,1
4114,0
6385,0
3960,1
3252,1
5421,1
3120,0
7142,1
6238,1
6620,0
1309,0
8677,1
4511,1
1032,0
4883,0
1717,0
93,1
8210,0
1575,1
1527,0
2928,0
2949,0
8750,0
686,0
3889,1
6784,0
8405,0
781,1
3251,0
1373,0
1460,1
3818,0
2980,1
5290,1
8985,0
7845,1
4981,1
6386,1
8931,1
8474,0
7552,0
5674,1
816,1
4982,0
2014,0
4858,1
4813,1
1891,0
6994,1
462,1
1960,0
4713,1
5759,0
7698,1
1733,0
2239,0
2531,0
3416,0
6216,0
6440,0
4177,1
7217,1
5683,1
7180,0
8367,0
1855,0
8555,1
484,0
5480,1
3733,0
5124,1
3464,1
1265,0
8907,0
8605,0
4457,1
4823,1
1641,1
1758,1
7117,0
8078,1
6791,0
5287,0
3291,0
3329,1
4935,0
6760,0
5419,1
6721,1
6833,0
7064,0
2389,0
1057,0
2616,0
5052,1
7854,0
1533,1
2585,0
2599,0
5041,1
478,0
2866,1
5954,1
7258,1
4451,1
4242,0
5496,0
4969,0
5359,0
2105,0
4365,0
4524,0
8527,0
6958,1
8058,1
6,0
5539,1
8225,1
8990,0
3594,1
8171,0
606,1
5020,1
2388,1
743,0
4658,0
1035,0
1301,0
5914,1
157,0
3247,1
2084,1
8320,0
7540,1
7777,1
1858,0
1479,1
2380,0
3350,1
1381,0
954,0
8086,1
2879,0
8552,0
336,0
572,1
7636,0
2191,1
2071,0
8867,0
8175,1
4582,0
3273,1
1866,1
6964,1
6091,0
8525,1
2913,0
7665,0
8177,1
7622,1
5099,1
7299,1
2273,1
8179,1
5059,1
8399,1
1871,1
5799,0
8450,0
1211,0
3528,0
6844,1
3914,1
4117,0
200,0
8728,1
984,0
5274,1
6902,1
4699,0
1040,0
5151,1
1279,0
7801,0
3790,1
1564,1
6422,1
5729,0
2288,1
8840,1
2737,0
8272,0
8412,0
3850,1
7653,0
2508,0
4222,1
8529,1
2314,1
4826,1
3522,0
1495,0
2588,0
4048,1
8064,0
700,1
2755,1
4184,1
2678,0
6965,0
1763,1
8593,1
3992,0
875,0
5583,1
5962,0
8562,1
4341,1
3495,1
2814,0
7112,1
5627,0
1767,0
6394,0
8470,0
8862,1
1750,0
2840,1
2610,1
3384,1
3346,1
5520,1
8411,1
3599,0
5531,1
5169,0
6528,1
4144,1
8079,1
6093,0
2845,0
3846,1
3507,1
4992,0
8494,0
1628,0
2250,0
4278,0
7393,0
7568,0
1068,0
7066,0
4729,1
2624,0
4215,1
8196,1
4909,0
2918,1
2178,0
5911,0
3678,1
1980,1
1942,0
7844,1
7612,0
1231,0
6022,0
930,0
3630,1
409,1
8163,1
7463,1
43,0
6000,0
631,0
8506,1
7977,0
5883,1
473,0
2547,1
4764,1
7372,1
4442,1
7692,1
6379,0
8108,0
6250,0
6097,0
6601,0
1393,0
3442,1
1859,0
1028,1
453,0
7040,0
3787,0
3508,0
6522,1
8975,0
6656,1
5327,1
398,0
7063,0
7376,0
8821,1
853,0
4721,1
652,0
5637,0
2008,0
3788,0
3066,0
5532,0
7773,1
3410,1
6595,0
4270,1
2180,1
2688,0
5445,1
1371,0
2763,0
8321,1
4009,1
3566,0
5437,1
8736,0
92,0
2423,0
3723,0
5029,0
5118,0
7638,0
4937,0
5218,1
7141,1
7904,1
6653,1
5580,0
7302,0
3694,1
7418,0
1438,0
4973,1
4498,0
8430,0
1075,0
3585,0
2206,0
4651,1
7882,0
4318,1
1361,0
1731,1
6266,0
390,0
5380,1
2995,0
4413,0
4138,0
7228,0
1851,0
2864,0
1832,0
384,1
1743,0
2464,1
4154,1
2722,0
264,0
2832,0
2622,0
6696,0
783,1
4337,1
3101,1
3227,1
2703,0
3080,0
2955,1
6281,0
798,0
7223,1
1000,0
1319,1
2876,1
7384,0
5054,0
5902,1
8394,1
1283,0
7694,1
7320,1
2743,0
5468,1
8780,1
3938,1
8610,0
2549,1
3887,1
8388,0
579,1
5038,1
3366,1
2826,0
7933,1
8726,0
4900,0
5808,1
1064,0
4846,1
728,1
5131,1
8130,1
4329,1
6234,1
1110,1
3614,1
6282,1
6590,1
1087,0
3174,1
4023,1
8061,0
5986,1
8452,1
7379,1
8020,1
2972,0
7043,1
1829,1
534,0
1441,0
1021,0
6303,1
5115,0
3194,0
3115,0
8382,0
6704,1
1458,1
5879,1
4062,0
3172,0
999,0
3326,0
1563,0
2917,0
2369,0
6743,1
4910,0
7841,1
4595,0
3870,0
439,1
8647,0
7518,1
2661,0
7207,0
295,0
6880,1
8868,1
4502,0
6251,0
1430,0
349,1
8822,0
3109,1
8544,0
7170,0
4877,1
6240,1
6649,0
3963,0
5651,0
2222,0
2368,0
4643,0
4382,1
7367,1
1466,1
8633,0
5315,1
4913,0
5464,0
4071,1
630,1
762,0
1589,0
5460,0
778,0
1470,0
3750,0
134,0
4259,1
6327,0
4443,1
7047,1
4346,0
6289,1
7168,0
7337,0
2221,0
7861,1
7641,1
2521,0
1455,0
1850,1
4381,0
7074,0
1074,1
4263,0
3165,0
607,1
4926,0
7951,0
2935,0
6204,1
2306,0
6695,0
3170,1
4589,0
1046,0
6120,0
5058,0
8767,0
3065,1
1216,0
1236,0
8624,1
2467,1
3342,1
7411,0
7866,1
7007,0
3679,0
8849,1
7412,0
7154,0
1180,0
6380,1
6995,0
6231,1
4908,1
4015,0
7380,1
459,0
5458,0
5429,1
1529,1
338,0
2486,0
3851,0
623,1
8158,0
2009,0
1729,0
4590,1
7842,0
4799,1
7431,1
570,0
7772,0
411,0
6415,0
4162,0
4555,0
5581,1
905,1
6504,1
2863,0
206,1
7746,1
5649,1
6368,1
2950,0
7336,1
7958,0
2391,1
890,0
3117,1
660,0
1117,0
6970,1
7495,0
3610,1
8607,1
7723,1
1887,0
726,0
784,0
6194,1
8059,1
8828,1
3918,0
7998,0
2353,1
1950,0
2834,0
1224,0
6591,0
6366,0
4525,0
8291,0
5296,0
4021,0
3699,0
2663,0
888,0
1784,0
7318,1
2830,0
6465,0
2245,0
49,1
2856,0
5828,0
2966,0
4478,1
8779,0
2873,0
1648,0
7659,1
6989,1
3441,0
5735,1
1183,1
6630,0
3330,0
6501,0
3394,0
347,0
2721,0
7862,0
8374,1
2797,0
6342,1
1310,0
4907,1
1746,0
5320,0
6910,0
2424,0
6133,1
6269,0
5412,1
8974,1
8855,1
1927,0
7200,0
50,0
7159,0
6371,1
3689,0
8123,0
5963,1
7593,1
2892,0
1220,0
5966,1
2010,0
5695,0
5455,0
2976,0
1949,0
823,0
1205,0
3256,1
4925,0
6425,1
371,0
6355,1
56,0
3108,0
5537,1
4059,1
7899,0
31,0
4111,0
2043,1
1868,1
7469,0
2015,0
6222,0
8223,1
8468,1
8784,0
5502,0
7507,1
6928,0
6164,0
7964,0
2066,0
8424,0
8804,1
6046,0
4941,1
1275,1
2778,0
8695,1
5117,0
4077,0
695,0
6698,0
6100,0
8407,1
2683,0
6720,0
8472,0
8534,0
5731,1
1331,0
906,0
2330,1
4042,1
2472,0
1387,1
2847,0
2896,1
6190,0
6926,1
1128,0
8215,1
3691,0
8959,1
2150,0
3064,0
7846,1
8329,0
6813,1
5251,0
4285,0
1984,1
6857,1
2069,0
28,0
6319,1
6686,0
6766,1
2025,0
4079,0
723,1
6685,0
7583,0
7292,1
3505,1
4507,0
2362,0
5599,0
4809,0
3059,0
8206,1
754,0
6895,1
5442,0
2418,0
2956,0
2297,0
6599,0
4681,1
5857,0
5805,1
1710,0
2261,1
3841,0
5780,0
8788,1
7647,0
5441,1
5299,1
6847,1
6198,0
1343,0
8732,1
8735,1
2234,1
1410,1
6006,0
2538,1
5546,0
883,0
4548,0
1943,0
89,0
3225,0
2574,0
1860,0
286,1
939,0
1905,0
5612,1
7224,0
6396,0
5815,1
3724,0
1506,1
6461,0
2865,0
6498,1
1723,0
5341,1
6992,0
6713,1
4497,1
4221,0
2707,1
2621,0
6608,1
5335,1
2736,0
6105,1
6835,1
3848,1
6274,0
3339,0
4186,0
5484,1
6077,1
6509,1
142,1
3237,0
130,1
6390,1
6005,0
2751,1
4693,1
3748,1
3766,1
4155,1
4534,0
2076,1
1213,0
4158,1
7792,0
919,0
1646,0
6865,0
4320,0
5641,1
2631,0
7198,1
2871,0
2398,0
7663,0
5356,0
2754,0
6774,0
2971,0
541,0
8092,1
725,0
2812,0
6666,1
3283,0
7520,0
5149,0
1122,0
2462,0
1025,0
1007,1
787,0
4898,1
6966,0
1695,0
6830,0
5215,1
4708,0
7513,1
4327,1
1344,0
5060,1
5456,0
3228,1
8629,0
4379,0
418,1
3370,0
1558,1
3670,1
5337,0
3553,1
438,0
1397,1
3361,1
501,0
3142,1
1355,0
5851,0
2906,0
1952,0
869,0
5316,0
3388,1
6960,1
8956,1
2660,1
3913,1
6730,0
7008,1
3039,1
4284,0
3308,1
2579,0
8596,0
1601,1
4853,1
5663,0
642,1
1524,0
8097,1
907,0
1157,1
7763,0
5112,1
7189,0
8845,1
831,0
8553,1
4905,0
2127,1
2563,0
2551,0
3062,0
7817,0
1937,0
5454,0
7430,0
6160,0
3577,0
5233,0
7947,0
7786,0
4142,1
3050,0
5024,0
3649,0
487,1
5713,0
651,1
697,0
6684,0
1439,0
448,1
6739,0
6521,0
6413,0
8173,1
3200,0
4642,0
1288,0
5104,1
6539,0
8760,1
3710,0
5013,1
3301,0
6450,0
7865,1
7587,1
2256,0
6513,0
2758,1
6398,1
5444,1
6192,0
3293,1
8254,0
1977,1
7596,0
545,0
3807,0
3175,1
6778,0
2275,0
4997,1
2130,1
1294,0
3141,1
3667,0
8189,1
1713,1
363,0
8771,0
5106,0
7929,1
8345,0
8095,1
7163,0
4085,0
5397,1
8783,1
7914,0
6938,0
3521,0
5760,0
4163,1
6889,1
3087,0
6709,0
2426,0
3152,1
6479,0
5170,0
7133,1
6264,1
3715,0
2609,0
7522,1
1170,0
1982,0
8293,0
3684,1
8854,0
1432,0
5396,0
4527,1
3945,0
5171,1
258,0
5672,1
7018,0
4706,0
6140,1
2929,1
936,0
5317,0
8433,1
2569,1
8572,0
7650,0
8799,1
3393,1
4564,0
6976,0
2291,0
3648,1
7405,0
3409,1
12,1
4119,1
3048,1
3238,1
4351,0
8550,0
5975,1
4109,1
5872,1
4188,0
4816,1
5587,1
988,1
814,0
3016,0
4321,1
231,0
2676,1
941,1
6336,1
709,1
7493,0
408,0
3462,0
324,1
1415,0
2446,1
117,0
3467,0
5329,0
978,0
7830,1
5279,1
7843,1
7330,0
5791,1
3657,1
5221,1
6094,0
2220,0
1204,0
2502,0
2806,1
5078,1
5659,1
8141,0
29,1
4333,1
243,1
7236,1
4367,1
257,0
8893,1
3536,0
1540,0
7537,1
7598,1
4959,0
4072,0
5998,0
4914,0
898,1
7550,1
813,0
2765,0
8663,0
8307,1
4738,1
794,0
6985,0
2110,0
6537,0
479,0
6747,0
6363,1
4836,0
2451,1
1903,1
68,0
8564,0
7023,0
1614,1
5893,1
3782,1
1810,1
5057,1
4574,1
2165,1
5870,0
908,0
4313,0
3987,1
2997,0
8906,1
7972,0
2233,1
3402,1
291,1
5192,0
3424,0
6851,1
2859,0
6972,0
2026,1
6402,1
4092,1
6246,1
2090,0
958,1
5698,0
8950,0
3504,0
6163,1
8748,1
2457,0
7870,0
1917,0
8336,0
3590,1
5503,0
1725,1
8267,1
7962,0
1665,0
2409,0
6025,1
5377,1
1798,1
5391,1
763,0
3347,0
4988,0
3781,0
2108,1
314,1
8912,0
4216,0
4040,1
4698,0
7273,0
615,0
3895,1
5438,0
8262,0
5842,0
5906,0
59,1
7535,0
6273,1
356,0
956,0
2476,0
7667,1
574,0
6054,1
120,0
8955,0
8584,0
451,0
8264,1
5185,1
2708,0
899,1
923,1
5153,1
2159,0
2343,0
8311,0
6885,1
585,0
1780,0
4173,0
8131,0
5813,0
4638,0
8352,0
6724,1
5090,1
6884,1
35,0
5495,0
8062,0
2049,1
4178,0
878,0
493,0
461,0
8186,1
329,0
8731,1
812,1
4892,1
7389,1
8740,0
8457,1
4659,0
5802,0
8277,0
6689,1
1724,0
6935,1
7090,0
4748,1
8409,1
358,1
8889,0
8945,0
4400,1
1440,0
7275,1
3754,0
788,0
6905,1
7138,0
3866,0
6308,1
4896,0
3054,1
301,0
3621,0
7153,1
4169,1
2577,1
962,0
6603,0
4035,1
4821,0
8244,1
5956,0
5814,0
1038,1
6200,1
3275,1
79,0
2732,0
5721,0
8015,0
6549,1
5774,1
4695,1
17,0
4166,0
3488,0
6115,1
3981,1
4684,0
342,1
1476,0
5979,0
7108,1
6700,1
7898,0
3267,1
2560,0
1112,0
6839,0
2248,0
865,0
536,0
2333,0
4393,1
550,1
849,0
3677,0
7900,1
3501,0
2030,1
8796,1
2006,1
4594,1
7790,0
5280,1
2149,0
4260,0
1602,1
1433,0
1221,0
3474,0
5990,0
3993,1
834,0
8925,0
6714,1
8944,0
2310,0
1173,1
3176,0
5894,1
5362,1
979,1
7521,1
6323,1
634,0
2514,1
6506,0
5382,1
7237,0
4715,0
6613,1
1284,0
678,1
5941,1
4302,1
7317,0
6731,1
5043,0
6462,0
8831,0
6977,1
6178,0
1400,0
1047,0
7046,0
3201,1
5004,1
5466,1
7132,0
296,0
2968,0
1672,0
7960,0
3997,1
8162,0
1909,1
6378,1
4474,1
3043,1
4003,0
5687,1
3784,0
2293,0
5227,0
4228,1
14,0
7517,0
4539,0
2320,1
736,0
4547,1
4205,0
7651,1
6206,1
2098,1
6946,0
6927,0
5044,0
4743,0
5001,0
6879,0
6227,0
6511,1
1895,1
8404,0
3503,1
8997,1
6445,0
4257,0
4588,1
6325,0
5306,1
1869,0
3255,0
3795,1
466,0
8879,1
2654,1
3385,1
7270,1
6570,0
7592,0
6803,0
3123,1
8567,1
886,0
3603,1
1518,1
7025,0
4955,0
4100,0
3686,0
8869,0
2706,0
1592,1
3246,1
8878,0
8498,0
8876,0
6147,0
7800,0
2431,1
672,1
7058,0
381,0
6788,1
7506,0
3448,0
6421,1
4055,0
6265,1
7146,0
2492,0
8646,0
7166,1
2648,1
7186,0
5854,1
2880,0
4141,1
8791,1
1133,1
3443,1
1097,0
6981,1
4202,1
6011,1
2029,0
7421,0
4632,1
5366,0
4185,0
5519,1
1100,0
7560,0
3051,0
2828,1
7178,1
3288,0
1759,1
4472,0
8481,0
3086,1
6128,1
8460,0
8996,0
8252,0
4054,0
7591,0
6365,1
7062,0
8940,1
2829,0
385,0
4383,1
2227,0
5730,1
6004,1
8216,1
45,1
758,0
4831,1
8638,1
3121,0
7333,0
1588,1
3428,0
3557,1
6831,0
7274,1
904,0
3752,0
113,1
510,1
7193,1
8261,0
6435,0
2587,0
144,0
3020,0
6130,1
2903,0
5379,0
6900,0
8420,1
581,1
7206,1
5680,1
6941,0
1395,1
6729,0
4264,1
1812,0
7745,1
1403,0
7246,1
3161,1
4133,1
970,1
7071,0
447,0
7282,1
540,0
2319,0
7038,1
6572,0
8218,0
4752,0
6947,0
3820,0
7396,1
1256,0
3811,1
8916,1
6466,1
5619,1
6912,1
4421,1
3731,1
2846,0
7022,0
3386,0
4837,0
2145,1
1876,0
1632,1
1197,1
2496,0
6971,0
6821,1
4661,0
7276,0
1411,0
3838,1
6191,1
1089,1
8012,1
4796,1
3004,0
5669,0
5775,1
1864,0
1902,0
5289,0
3367,1
5987,0
3392,1
6541,0
8227,1
3506,1
8852,0
4650,0
5917,0
4717,1
4526,1
1645,0
3461,0
5313,1
7634,0
2064,0
1779,0
7955,1
2858,0
7839,0
6519,0
184,1
5989,1
1761,0
1971,1
8672,1
121,0
675,0
1161,0
5186,0
2493,0
711,0
2123,0
4626,1
3188,1
6817,0
5596,0
7985,0
3977,0
7544,0
3801,1
6017,1
6129,1
641,1
8330,1
1328,0
3771,0
7954,0
4861,0
2674,0
8549,1
3166,0
8113,1
5600,0
8590,1
2190,0
3831,1
549,1
6180,1
1681,0
5040,1
8342,0
6196,0
70,0
6150,1
7164,0
5281,0
8958,1
8511,0
2740,0
6060,0
3875,1
180,1
6607,1
2037,1
6954,0
6174,1
639,0
2827,0
3337,0
4487,1
6897,1
8765,1
3202,0
7263,0
6641,1
7906,1
3525,1
2005,1
1315,1
2963,0
94,0
1670,1
5292,0
422,1
8338,1
6840,0
1351,0
900,0
2885,1
2338,0
3580,0
5294,1
1413,0
5141,1
4210,1
731,0
8065,0
1421,1
8766,0
282,0
6825,1
8581,0
6372,0
69,1
7287,1
8042,1
8241,1
5403,1
3171,1
3593,0
2762,0
7574,1
4668,0
2954,0
6660,1
8608,0
7093,0
3333,1
8904,1
6187,1
1486,0
5705,0
1445,0
3418,0
7604,1
1056,0
7182,0
1049,1
4445,0
2085,0
1737,0
1282,0
934,0
1830,1
159,0
1234,0
7963,0
8942,1
2188,1
5654,1
2094,1
6633,0
2303,0
5873,0
4600,1
4653,0
8895,1
7131,1
5511,0
4870,0
659,1
1712,0
7150,1
373,1
8284,1
5268,1
3434,0
8643,0
6432,0
8689,0
8833,1
4360,0
335,1
7192,0
7020,1
4437,0
6712,0
7143,0
6294,1
2354,0
2884,0
1367,1
1719,1
5273,1
6674,0
7304,0
2889,0
6770,0
8988,1
5613,1
6314,1
8613,1
5395,0
3466,1
352,1
2018,0
1188,0
8073,0
6155,0
5034,0
6442,1
7001,1
7728,0
502,0
2693,0
158,1
3957,1
1167,0
7397,0
5355,1
5184,1
2325,0
1847,0
2946,1
5818,1
4517,0
8315,1
1336,0
8313,1
1093,1
4815,0
3063,0
5766,1
6324,1
8938,0
4866,1
6215,1
4633,1
4958,0
2711,0
3419,1
7216,0
2682,1
1635,0
8691,1
1706,1
6728,0
4711,1
4911,0
1289,1
1200,1
8011,0
7371,1
5344,0
4585,0
903,0
8866,1
624,0
2558,0
945,0
772,0
252,0
8617,1
701,0
4968,0
683,0
5035,0
4789,0
8036,1
1579,1
5770,0
4402,0
7675,1
3231,0
7243,0
2410,0
4403,0
8005,1
6489,1
5208,1
6932,0
5575,0
5032,0
6177,1
1408,0
8385,1
3707,1
2223,1
440,0
4797,0
7693,1
6719,0
5916,0
6618,1
597,0
1119,0
3198,1
1822,1
2735,0
378,0
3380,0
4602,0
3962,1
677,0
5644,0
6459,0
4271,1
3855,0
8238,0
8055,1
483,0
8644,1
303,0
563,0
6310,0
2262,0
8102,0
2024,0
1254,1
2820,0
5378,0
5886,1
5016,1
7021,0
2988,0
2769,1
5898,0
2653,0
6015,0
7492,0
1389,0
5358,0
4170,1
4149,0
148,0
8275,1
261,0
1182,1
1340,0
5978,0
3236,0
8308,1
4086,1
2882,1
8693,0
1930,1
2831,0
3980,0
7699,1
3479,1
400,0
5591,1
2658,0
6487,0
6987,1
2940,0
4291,0
4788,0
776,1
5471,0
3842,1
190,1
5338,1
6671,0
8725,0
2926,0
741,0
5852,0
5113,0
5103,0
8343,1
2371,1
4754,1
3809,0
7033,1
2268,0
2851,0
51,0
1423,0
1067,1
4832,1
2151,1
3456,1
1141,1
3369,0
724,0
5305,1
8048,0
6940,0
6095,0
3026,0
3396,0
7541,1
4792,1
1671,0
5884,1
521,1
6428,0
2752,1
1686,0
5829,1
8772,1
344,0
5752,1
2209,0
2179,0
5199,1
8016,1
3923,0
6418,0
6041,0
8192,1
653,0
1622,1
138,0
201,1
8423,1
7671,0
5025,0
4591,1
5492,1
3400,0
1519,0
2218,0
7286,0
3478,1
3572,1
3595,0
2099,0
4427,0
517,0
5862,1
7821,1
3910,1
8127,1
290,0
835,0
2313,1
5848,0
7098,1
6256,1
3720,0
1840,0
5661,1
2358,0
6832,1
1156,1
833,1
7073,1
1091,1
6937,1
4409,1
3654,1
3415,0
1051,0
524,0
1054,0
220,1
5182,0
6197,1
8219,0
2057,0
8013,0
8303,0
8662,1
6512,0
4518,1
1675,1
7979,0
7298,0
1436,1
5364,1
6408,0
705,0
3230,0
2639,1
1069,0
3138,0
3092,1
7500,0
3769,1
6334,1
403,1
5850,1
3615,1
4529,0
3537,0
1088,0
5629,1
944,0
3519,0
4199,1
4067,0
5593,1
5473,0
5947,0
7756,0
6610,0
8694,1
1598,0
5746,0
3069,1
7750,1
7303,0
4307,0
54,0
2598,1
1640,1
3726,0
6348,1
4334,1
6625,1
8369,1
2720,1
6597,0
5284,1
7639,1
7980,0
6141,0
7543,0
6241,0
496,0
5164,1
5747,1
4470,0
6692,1
5166,0
5198,1
4584,0
565,0
6869,1
6026,0
1885,0
2171,1
6088,0
8874,0
1745,0
5470,0
5489,0
3094,1
3596,0
8863,0
6107,0
2403,0
6903,1
308,1
5048,0
7448,1
1581,0
1562,0
5834,0
8250,0
6064,1
5817,0
6453,0
7573,0
4127,1
139,1
4625,1
857,1
7373,1
6651,1
3313,1
4882,0
8302,0
5352,0
8101,1
8707,0
7387,0
8205,0
4822,0
4078,0
2461,0
490,1
5555,0
7734,1
755,1
7057,0
7307,1
2280,0
6388,0
6364,1
7819,0
5174,1
6564,1
3276,0
1196,0
7965,0
7956,1
7222,1
2154,1
2835,0
6063,0
3682,0
614,0
8495,1
1813,1
4303,1
164,0
2375,0
3725,1
3695,0
2671,0
3429,0
771,0
5694,1
7936,1
7309,1
8620,1
1739,0
6009,0
4098,0
6438,1
4963,1
8327,1
767,0
1605,1
3708,1
3307,0
933,1
7360,0
4345,0
5426,1
7504,1
2731,1
8873,0
8084,0
6909,1
8566,0
5553,0
8758,0
2723,0
5784,1
8492,1
97,1
7252,1
8921,0
1245,0
1863,0
160,1
4510,0
3033,1
8151,0
8259,1
7458,0
7375,1
7433,1
8043,0
2357,0
3978,0
6575,1
6663,0
689,0
4405,1
3968,0
3597,1
4089,1
7791,0
3398,0
5224,1
8167,0
2370,0
8568,1
7099,1
6123,1
1684,0
4975,0
3106,0
2969,1
810,0
2168,0
7322,0
4929,1
3879,1
2355,0
2113,0
7334,0
8741,0
8135,0
3959,0
5101,1
2513,0
5286,1
7285,0
6272,0
1603,1
2536,0
5740,0
5804,1
7802,0
5771,1
161,0
7349,0
4301,0
1143,0
832,0
3411,0
7002,0
5371,1
5794,0
5907,0
6485,0
6948,1
5167,1
1266,0
8245,1
8380,0
2397,0
3052,0
3403,0
8378,0
2440,0
8682,0
1660,1
7934,1
4805,0
2086,0
5918,1
4066,0
4689,1
3642,0
7155,0
4399,0
3013,0
6039,1
1612,0
7340,0
3904,0
5684,0
3102,0
1513,0
500,1
6056,1
8570,0
3829,1
7625,1
5257,1
315,1
3922,0
3626,0
1193,0
622,1
7402,0
4621,1
8507,0
7586,1
1270,1
5146,1
1890,0
1721,1
3817,0
6944,1
3359,0
1241,0
5885,1
2704,0
1539,0
343,0
4034,0
2412,1
3083,0
4672,0
1554,0
4637,1
8561,1
3799,0
5807,0
1509,0
4849,0
6822,0
7306,0
3984,1
6161,0
6804,0
3268,0
1368,1
1490,0
1474,1
2095,0
7526,0
1041,0
2448,1
2435,0
8289,0
3093,1
3153,1
1776,1
6463,0
6974,1
514,0
7179,0
5833,1
2792,1
8458,1
5392,0
1559,0
8543,1
2698,1
2987,0
368,0
1248,0
7619,0
4452,0
2677,0
2601,0
1615,1
1502,1
8696,0
165,0
7909,0
1584,0
986,0
4924,0
6057,0
668,0
713,0
4931,1
4682,1
7969,1
7702,0
8364,1
8946,1
4192,0
2186,1
1923,1
6807,1
237,0
929,1
8565,0
7759,0
7584,0
7628,0
8354,0
6544,1
3011,0
1523,1
8734,0
236,1
760,0
1346,1
7013,1
6258,1
5159,0
7032,0
6168,1
3218,1
4860,1
1451,0
2501,0
2867,0
2244,0
222,0
8156,0
8422,0
2807,0
7757,0
3929,0
1273,0
1954,1
6845,0
6189,0
7950,1
2584,1
311,0
2912,0
8574,0
655,0
3785,0
2204,1
2387,0
4464,1
172,0
5190,1
3471,0
8789,0
3154,1
3203,0
3157,1
6919,0
1650,0
5640,0
6782,1
8049,1
1714,0
8960,1
4666,1
8847,0
5849,1
3702,1
8856,0
5690,1
5871,0
5716,0
7456,0
2292,0
6655,0
8100,0
5324,0
1125,1
4956,1
1770,0
5015,0
2854,0
3510,0
5803,0
1972,0
4191,0
1708,0
8747,1
6623,0
3472,0
1084,0
8579,1
224,0
6702,0
1375,1
688,1
210,0
6587,1
4309,0
5111,1
431,1
5051,0
129,0
111,0
66,0
4052,1
3666,0
1609,0
513,0
1304,1
2837,0
6477,0
4296,1
1993,0
1278,0
5826,0
40,0
4156,0
7556,0
1913,1
4563,1
964,0
5250,1
7609,0
7919,1
6217,0
4343,0
1941,0
1190,1
3941,0
1541,0
6934,1
3736,0
4454,0
8445,1
3880,1
6716,0
5283,0
1772,0
3061,1
895,0
2434,0
4275,1
217,1
6796,0
4462,1
3567,0
7744,0
7952,1
4817,0
6031,0
4820,1
8026,0
5028,0
2999,0
6275,0
1272,0
2777,1
7527,1
8519,0
3873,1
611,1
3592,0
7806,1
5398,0
8778,1
8704,1
2344,0
3278,0
2761,0
8142,0
485,0
1907,0
8463,1
5618,1
6769,1
1616,1
6536,0
2131,0
7269,1
7910,0
6460,1
2136,0
2416,1
6255,1
6443,0
5055,0
1707,1
4984,0
2116,0
6417,0
7973,0
1129,0
7382,0
4578,0
2719,1
8401,0
3709,1
1199,0
608,0
8415,1
5832,0
8035,0
4187,1
1981,0
4710,0
7877,1
1547,1
2208,1
4933,0
4903,0
7256,1
3663,0
3573,0
2895,0
2528,0
1661,0
4786,0
2359,0
47,0
854,0
1720,0
3282,0
6775,0
7999,1
2336,1
5792,0
4207,1
1033,1
216,0
6245,0
4386,1
7208,0
3739,1
3756,0
4550,1
3813,1
6214,0
8087,1
6374,1
6210,1
6434,0
178,0
7343,0
2240,1
8292,1
3280,0
7944,1
4601,1
7716,0
4987,1
6701,1
5264,1
8675,0
6611,0
2992,1
4102,0
1748,0
6447,1
5271,1
567,0
1058,0
2420,1
8533,1
3740,0
7796,0
4397,0
6186,0
8446,0
7755,1
7172,1
6455,1
591,0
6096,1
2324,0
6475,1
1237,1
2491,0
952,0
8491,1
6352,0
764,0
99,1
8383,1
525,0
2419,0
2816,0
4785,0
8818,1
8984,1
6861,1
5942,1
3260,1
233,0
8497,0
4196,1
5983,0
7826,1
4744,0
4227,0
3440,0
4700,1
4818,1
3775,1
7645,1
1337,1
8509,1
7608,0
6110,1
193,0
4016,1
937,0
8501,1
774,0
2573,0
475,0
1109,1
118,1
4980,0
8526,1
5482,0
7323,0
8992,1
1535,0
5194,0
7148,0
3722,0
6629,1
582,0
5114,0
5525,0
3810,0
469,1
5577,0
7325,1
81,1
1831,1
5921,1
3340,0
3232,0
6991,0
4140,0
8835,1
4480,1
6420,0
2843,0
3322,1
7184,1
1316,0
7316,0
1715,1
8965,1
8710,0
6152,0
6195,1
3995,0
1718,1
3844,0
7642,0
7326,0
4134,0
